k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,f1,f2,f3,f4,Phi11,Phi12,Phi13,Phi14,Phi21,Phi22,Phi23,Phi24,Phi31,Phi32,Phi33,Phi34,Phi41,Phi42,Phi43,Phi44
1,1,0.6572,1,1,1,1,1,1,1,50.794,136.22,269.64,456.57,-0.63564,0.34515,0.32308,-0.61029,-0.5013,0.49271,-0.51071,0.49509,0.63729,-0.021222,-0.19622,0.74492,0.28982,0.64745,-0.62707,-0.32185
1,1,1.1769,1,1,1,1,1,1,1,52.081,145.11,283.78,464.01,-0.62012,0.33047,0.33821,-0.62599,-0.4893,0.51033,-0.50644,0.49362,-0.7204,0.089014,0.025148,-0.68737,0.32325,0.62354,-0.63914,-0.3134
1,1,1.2159,1,1,1,1,1,1,1,52.141,145.54,284.57,464.43,-0.61822,0.33099,0.33963,-0.62682,-0.48864,0.51092,-0.50638,0.49373,-0.72242,0.097928,0.020531,-0.68418,0.32515,0.62222,-0.63963,-0.31304
1,1,1.0025,1,1,1,1,1,1,1,51.827,142.9,279.84,461.93,-0.62149,0.33641,0.33624,-0.62251,-0.49304,0.50661,-0.50697,0.49319,-0.71055,0.043499,0.049306,-0.70057,0.31294,0.63057,-0.63595,-0.31625
1,1,0.55653,1,1,1,1,1,1,1,50.283,133.29,265.92,454.52,-0.64264,0.34884,0.31651,-0.60427,-0.50344,0.48595,-0.51291,0.49732,0.62243,0.050255,-0.20271,0.7543,0.28217,0.65368,-0.62313,-0.3237
1,1,1.2728,1,1,1,1,1,1,1,52.245,146.12,285.69,465.03,-0.61552,0.3319,0.34169,-0.62787,-0.4872,0.51239,-0.50603,0.49399,-0.72417,0.11045,0.014269,-0.68057,0.32782,0.62039,-0.64027,-0.31259
1,1,0.59281,1,1,1,1,1,1,1,50.547,134.42,267.32,455.29,-0.64021,0.34721,0.31899,-0.60648,-0.50275,0.48928,-0.51166,0.49603,0.62995,0.030714,-0.1952,0.75108,0.28497,0.65135,-0.62466,-0.32303
1,1,1.4402,1,1,1,1,1,1,1,52.46,147.63,288.68,466.64,-0.61506,0.32765,0.34278,-0.62996,-0.4844,0.51501,-0.50557,0.49449,-0.72957,0.14035,-0.0051538,-0.66934,0.33599,0.61489,-0.64239,-0.31042
1,1,1.0562,1,1,1,1,1,1,1,51.948,143.64,281.12,462.6,-0.62153,0.33396,0.33665,-0.62357,-0.4925,0.50758,-0.5068,0.49291,-0.71342,0.060582,0.042944,-0.69679,0.31625,0.6283,-0.63702,-0.31533
1,1,1.0931,1,1,1,1,1,1,1,51.995,144.11,281.96,463.05,-0.62164,0.33224,0.3368,-0.62429,-0.49152,0.5084,-0.50671,0.49313,-0.71576,0.069413,0.036954,-0.6939,0.31856,0.62674,-0.63777,-0.31461
1,1,1.5271,1,1,1,1,1,1,1,52.514,148.3,290.08,467.41,-0.61448,0.32603,0.34342,-0.63102,-0.48312,0.51566,-0.50572,0.49491,-0.7316,0.15342,-0.014852,-0.66408,0.33993,0.61224,-0.64336,-0.30935
1,1,1.069,1,1,1,1,1,1,1,51.967,143.81,281.42,462.76,-0.62162,0.33332,0.33667,-0.62381,-0.49166,0.50838,-0.50658,0.49315,-0.71459,0.062614,0.040285,-0.69557,0.31707,0.62775,-0.63728,-0.31507
1,1,0.74544,1,1,1,1,1,1,1,51.106,138.34,267.93,458.14,-0.63367,0.33951,0.32571,-0.61409,-0.49944,0.49726,-0.50924,0.49393,-0.27543,-0.75049,-0.60056,-0.015192,0.2967,0.64232,-0.63018,-0.3198
1,1,1.1741,1,1,1,1,1,1,1,52.078,145.08,283.72,463.98,-0.62022,0.33046,0.33813,-0.62594,-0.48947,0.51014,-0.5065,0.49359,-0.7205,0.088151,0.025344,-0.68736,0.3231,0.62363,-0.6391,-0.31343
1,1,1.3983,1,1,1,1,1,1,1,52.426,147.28,287.97,466.26,-0.61498,0.32886,0.34268,-0.62946,-0.48558,0.51405,-0.50576,0.49414,-0.72848,0.13327,-0.00052844,-0.67197,0.33394,0.61625,-0.64186,-0.31102
1,1,0.64886,1,1,1,1,1,1,1,50.739,136,269.35,456.41,-0.63702,0.34446,0.32203,-0.60979,-0.5016,0.49233,-0.51071,0.49517,0.63874,-0.012497,-0.1946,0.7443,0.28935,0.64786,-0.62688,-0.32182
1,1,0.86949,1,1,1,1,1,1,1,51.525,140.79,276.32,460.1,-0.62805,0.33684,0.33085,-0.61857,-0.49682,0.50196,-0.50804,0.49304,-0.70287,-0.020329,0.051724,-0.70914,0.305,0.63623,-0.63335,-0.31789
1,1,0.76673,1,1,1,1,1,1,1,51.167,138.8,263.37,458.5,-0.632,0.33959,0.32705,-0.61506,-0.49888,0.49823,-0.50898,0.49379,-0.30643,-0.74631,-0.58916,-0.044786,0.29807,0.64127,-0.63072,-0.31955
1,1,0.66286,1,1,1,1,1,1,1,50.832,136.37,269.83,456.67,-0.63488,0.34542,0.32369,-0.6106,-0.50097,0.49344,-0.51039,0.49503,0.63942,-0.023199,-0.19529,0.74328,0.29014,0.64718,-0.62722,-0.32182
1,1,1.315,1,1,1,1,1,1,1,52.319,146.53,286.48,465.45,-0.61473,0.33145,0.34245,-0.62847,-0.48666,0.513,-0.50594,0.49397,-0.72601,0.11847,0.009397,-0.67734,0.32983,0.61901,-0.64077,-0.31216
1,1,0.93503,1,1,1,1,1,1,1,51.631,141.88,278.12,461.03,-0.62599,0.33515,0.33271,-0.62058,-0.49455,0.50448,-0.50754,0.49328,-0.70653,0.013603,0.05173,-0.70566,0.30925,0.63322,-0.63484,-0.31682
1,1,1.3482,1,1,1,1,1,1,1,52.369,146.84,287.09,465.78,-0.61472,0.33051,0.34264,-0.62887,-0.48659,0.51327,-0.50585,0.49386,-0.72682,0.12501,0.0056216,-0.67534,0.33145,0.61792,-0.6412,-0.31174
1,1,1.1236,1,1,1,1,1,1,1,52.024,144.49,282.64,463.4,-0.62143,0.33119,0.3371,-0.62491,-0.49084,0.50897,-0.50662,0.49331,-0.71793,0.076903,0.032532,-0.69109,0.32036,0.62551,-0.63832,-0.31408
1,1,0.95376,1,1,1,1,1,1,1,51.681,142.18,278.61,461.28,-0.62444,0.33571,0.33387,-0.62121,-0.49465,0.50459,-0.50751,0.4931,-0.70777,0.022835,0.051067,-0.70423,0.31027,0.63248,-0.63515,-0.31667
1,1,0.9164,1,1,1,1,1,1,1,51.591,141.58,277.62,460.77,-0.6271,0.33503,0.33184,-0.61998,-0.49525,0.50386,-0.50756,0.49318,-0.70588,0.0045092,0.051767,-0.70642,0.30815,0.63401,-0.63449,-0.31701
1,1,1.2093,1,1,1,1,1,1,1,52.13,145.47,284.44,464.36,-0.61857,0.33085,0.33937,-0.62669,-0.48897,0.51067,-0.5064,0.49364,-0.72178,0.097266,0.021739,-0.68491,0.32484,0.62244,-0.63955,-0.31309
1,1,0.6801,1,1,1,1,1,1,1,50.937,136.81,270.39,456.99,-0.63397,0.34483,0.32464,-0.61138,-0.50076,0.49449,-0.51001,0.49457,0.63766,-0.040273,-0.20006,0.74279,0.29134,0.64623,-0.62777,-0.32158
1,1,1.3824,1,1,1,1,1,1,1,52.411,147.14,287.69,466.11,-0.61491,0.32938,0.34267,-0.62927,-0.4854,0.51426,-0.50564,0.49422,-0.72779,0.13121,0.001876,-0.67313,0.33316,0.61678,-0.64165,-0.31125
1,1,1.1452,1,1,1,1,1,1,1,52.044,144.75,283.11,463.65,-0.62108,0.33071,0.33742,-0.62533,-0.48986,0.51002,-0.50635,0.49348,-0.71893,0.081932,0.029693,-0.6896,0.32157,0.62469,-0.63867,-0.31378
1,1,0.92666,1,1,1,1,1,1,1,51.612,141.75,277.9,460.91,-0.62654,0.33502,0.33229,-0.62032,-0.49518,0.50374,-0.50775,0.49319,-0.70554,0.011986,0.053397,-0.70655,0.30877,0.63357,-0.63469,-0.3169
1,1,1.3627,1,1,1,1,1,1,1,52.388,146.96,287.35,465.92,-0.61479,0.33004,0.34266,-0.62904,-0.48601,0.51371,-0.50582,0.49401,-0.72751,0.12741,0.0040067,-0.67415,0.33218,0.61743,-0.64139,-0.31154
1,1,0.8355,1,1,1,1,1,1,1,51.458,140.17,275.29,459.59,-0.62784,0.33923,0.33067,-0.61757,-0.49738,0.50127,-0.50807,0.49316,-0.70444,-0.049,0.043643,-0.70672,0.30242,0.63802,-0.63235,-0.31875
1,1,0.98023,1,1,1,1,1,1,1,51.761,142.58,279.28,461.64,-0.6224,0.33649,0.33544,-0.62199,-0.49406,0.50558,-0.50719,0.49301,-0.70884,0.035871,0.051117,-0.7026,0.31168,0.63146,-0.63557,-0.31648
1,1,1.3364,1,1,1,1,1,1,1,52.352,146.73,286.87,465.66,-0.61469,0.33089,0.3426,-0.62873,-0.48645,0.51338,-0.50577,0.49397,-0.72668,0.12278,0.0071274,-0.67588,0.33087,0.61831,-0.64104,-0.31189
1,1,1.1908,1,1,1,1,1,1,1,52.101,145.26,284.06,464.16,-0.61952,0.33058,0.33865,-0.62628,-0.48892,0.51089,-0.50621,0.49367,-0.72122,0.092446,0.023713,-0.6861,0.32394,0.62306,-0.63932,-0.31326
1,1,1.2669,1,1,1,1,1,1,1,52.234,146.06,285.58,464.97,-0.61572,0.33187,0.34153,-0.62778,-0.48746,0.51211,-0.50613,0.49392,-0.72431,0.10882,0.014727,-0.68068,0.32754,0.62058,-0.6402,-0.31265
1,1,1.1965,1,1,1,1,1,1,1,52.109,145.33,284.18,464.22,-0.61924,0.33064,0.33887,-0.62641,-0.48901,0.5108,-0.50624,0.49364,-0.72154,0.093355,0.022601,-0.68567,0.32422,0.62287,-0.6394,-0.3132
1,1,0.27921,1,1,1,1,1,1,1,47.566,120.21,252.67,446.27,-0.67339,0.37338,0.28421,-0.57127,-0.49601,0.45114,-0.52856,0.52065,0.50987,0.21633,-0.29498,0.7786,0.2603,0.67759,-0.60337,-0.33024
1,1,1.2356,1,1,1,1,1,1,1,52.176,145.74,284.97,464.64,-0.61716,0.33142,0.34041,-0.62721,-0.48803,0.51171,-0.50608,0.49382,-0.723,0.10273,0.018645,-0.68292,0.32608,0.62158,-0.63985,-0.31289
1,1,0.75325,1,1,1,1,1,1,1,51.109,138.51,224.62,458.28,-0.63341,0.33919,0.32597,-0.6144,-0.49923,0.49731,-0.50938,0.49395,-0.24467,-0.76562,-0.59495,-0.00028732,0.29731,0.64187,-0.63043,-0.31963
1,1,0.89556,1,1,1,1,1,1,1,51.558,141.24,277.05,460.48,-0.62777,0.33554,0.33125,-0.61935,-0.49605,0.50278,-0.5079,0.49314,-0.70476,-0.0052488,0.052683,-0.70747,0.30682,0.63496,-0.63402,-0.31734
1,1,1.198,1,1,1,1,1,1,1,52.112,145.34,284.21,464.24,-0.61916,0.33066,0.33893,-0.62644,-0.48903,0.51077,-0.50625,0.49363,-0.72153,0.093779,0.022438,-0.68564,0.32429,0.62282,-0.63941,-0.31319
1,1,1.1156,1,1,1,1,1,1,1,52.016,144.39,282.46,463.31,-0.62152,0.33144,0.337,-0.62474,-0.4908,0.50915,-0.50648,0.49331,-0.71697,0.075214,0.03384,-0.6922,0.31989,0.62583,-0.63818,-0.31421
1,1,1.2223,1,1,1,1,1,1,1,52.152,145.6,284.7,464.5,-0.61787,0.33113,0.33988,-0.62695,-0.48826,0.5113,-0.50627,0.49382,-0.72241,0.09931,0.019733,-0.68401,0.32546,0.62201,-0.6397,-0.313
1,1,0.7955,1,1,1,1,1,1,1,51.302,139.39,273.75,458.97,-0.62861,0.34104,0.32963,-0.61634,-0.4986,0.49917,-0.50875,0.49336,-0.71307,-0.19061,-0.05666,-0.67231,0.29969,0.64,-0.6313,-0.31944
1,1,0.39418,1,1,1,1,1,1,1,49.128,126.84,258.73,450.36,-0.65723,0.36,0.30185,-0.58935,-0.50369,0.47054,-0.51905,0.50545,0.56837,0.14657,-0.24888,0.77041,0.26883,0.66617,-0.61375,-0.32749
1,1,1.3438,1,1,1,1,1,1,1,52.363,146.8,287.01,465.74,-0.6147,0.33065,0.34262,-0.62882,-0.48659,0.51328,-0.50582,0.49388,-0.72689,0.12391,0.0059801,-0.67546,0.33123,0.61807,-0.64114,-0.31179
1,1,1.5502,1,1,1,1,1,1,1,52.528,148.47,290.44,467.6,-0.61414,0.32585,0.34369,-0.63129,-0.48232,0.51648,-0.50548,0.49509,-0.73183,0.15679,-0.017158,-0.66298,0.34091,0.61158,-0.64358,-0.30912
1,1,0.99638,1,1,1,1,1,1,1,51.81,142.81,279.69,461.85,-0.62166,0.33652,0.33607,-0.62238,-0.49324,0.50629,-0.50712,0.49318,-0.70948,0.041646,0.049946,-0.70172,0.3126,0.63082,-0.63584,-0.31633
1,1,0.6091,1,1,1,1,1,1,1,50.587,134.9,267.93,455.63,-0.64028,0.3453,0.31923,-0.60738,-0.50229,0.4903,-0.51136,0.4958,0.63433,0.018079,-0.19382,0.74816,0.28655,0.65016,-0.62548,-0.32241
1,1,1.1642,1,1,1,1,1,1,1,52.065,144.97,283.51,463.87,-0.62056,0.33048,0.33786,-0.62573,-0.48991,0.50979,-0.50652,0.4935,-0.71974,0.086942,0.027294,-0.68824,0.32258,0.62399,-0.63896,-0.31353
1,1,0.57814,1,1,1,1,1,1,1,50.47,133.97,266.76,454.98,-0.64001,0.34912,0.31881,-0.60569,-0.50282,0.48827,-0.51205,0.49657,0.62725,0.041773,-0.1963,0.75252,0.28355,0.65243,-0.6239,-0.32357
1,1,0.71703,1,1,1,1,1,1,1,51.054,137.7,271.33,457.66,-0.63428,0.34127,0.32497,-0.61288,-0.50002,0.49629,-0.5095,0.49405,0.59429,-0.18193,-0.28852,0.72834,0.29453,0.64391,-0.62923,-0.32046
1,1,1.4269,1,1,1,1,1,1,1,52.451,147.52,288.46,466.52,-0.61506,0.32801,0.34273,-0.6298,-0.48453,0.5149,-0.50562,0.49443,-0.72917,0.13789,-0.0038544,-0.67028,0.33535,0.61531,-0.64222,-0.31061
1,1,0.6355,1,1,1,1,1,1,1,50.664,135.64,268.88,456.15,-0.63909,0.34366,0.32045,-0.60892,-0.50198,0.49114,-0.51119,0.49547,0.63803,-0.0027359,-0.19395,0.74518,0.2886,0.64853,-0.62652,-0.32186
1,1,1.006,1,1,1,1,1,1,1,51.837,142.95,279.92,461.97,-0.62142,0.33632,0.33632,-0.62259,-0.49313,0.50665,-0.50692,0.49311,-0.7111,0.044044,0.048354,-0.70004,0.31315,0.63043,-0.63602,-0.3162
1,1,1.0223,1,1,1,1,1,1,1,51.88,143.18,280.32,462.18,-0.6213,0.3357,0.33655,-0.62292,-0.49323,0.50673,-0.50697,0.49287,-0.71192,0.050148,0.04714,-0.69888,0.31412,0.62975,-0.63632,-0.31596
1,1,1.1796,1,1,1,1,1,1,1,52.085,145.14,283.83,464.04,-0.62001,0.33048,0.33828,-0.62604,-0.48916,0.5105,-0.50638,0.49365,-0.7203,0.090016,0.025092,-0.68734,0.32338,0.62344,-0.63917,-0.31337
1,1,0.81289,1,1,1,1,1,1,1,51.38,139.74,274.52,459.24,-0.62779,0.34075,0.33042,-0.61692,-0.49803,0.50025,-0.50835,0.49325,-0.70529,-0.088314,0.020577,-0.70309,0.30079,0.63918,-0.63172,-0.31922
1,1,1.0244,1,1,1,1,1,1,1,51.885,143.21,280.37,462.21,-0.6213,0.3356,0.33656,-0.62296,-0.49307,0.50687,-0.50695,0.49292,-0.71218,0.050324,0.046623,-0.69864,0.31425,0.62966,-0.63636,-0.31593
1,1,0.73573,1,1,1,1,1,1,1,51.085,138.12,270.95,457.98,-0.63404,0.33995,0.32534,-0.61365,-0.49954,0.49694,-0.5094,0.49399,0.026448,-0.72005,-0.62195,0.30659,0.29602,0.64283,-0.62988,-0.32
1,1,0.47082,1,1,1,1,1,1,1,49.689,130.21,262.25,452.49,-0.65125,0.35207,0.30852,-0.59727,-0.50356,0.47921,-0.51557,0.50098,0.59849,0.097891,-0.22499,0.76263,0.2757,0.65958,-0.61903,-0.32518
1,1,0.86406,1,1,1,1,1,1,1,51.517,140.69,276.16,460.02,-0.62805,0.33718,0.3308,-0.61841,-0.49681,0.50203,-0.50794,0.49309,-0.70413,-0.024839,0.050534,-0.70784,0.3046,0.63651,-0.6332,-0.31801
1,1,1.4682,1,1,1,1,1,1,1,52.478,147.85,289.14,466.89,-0.61498,0.32699,0.34292,-0.6303,-0.48416,0.51499,-0.50575,0.49457,-0.73028,0.1447,-0.0083968,-0.6676,0.3373,0.61401,-0.64273,-0.31005
1,1,0.44256,1,1,1,1,1,1,1,49.575,129.05,261,451.74,-0.65164,0.35652,0.30745,-0.59476,-0.50445,0.47619,-0.51652,0.50197,0.58757,0.11897,-0.23239,0.7659,0.27266,0.66215,-0.61698,-0.32642
1,1,1.0082,1,1,1,1,1,1,1,51.843,142.98,279.98,462,-0.62138,0.33625,0.33636,-0.62264,-0.49323,0.50662,-0.50692,0.49305,-0.71116,0.0447,0.047946,-0.69997,0.31327,0.63034,-0.63606,-0.31617
1,1,1.2844,1,1,1,1,1,1,1,52.266,146.23,285.91,465.15,-0.61519,0.33189,0.34198,-0.62805,-0.48723,0.51255,-0.50592,0.4939,-0.72485,0.11295,0.013151,-0.67945,0.32836,0.62002,-0.6404,-0.31248
1,1,1.0879,1,1,1,1,1,1,1,51.99,144.05,281.85,462.99,-0.62165,0.33245,0.33676,-0.62419,-0.49175,0.5082,-0.50672,0.49309,-0.71602,0.06743,0.037202,-0.69382,0.31824,0.62695,-0.63767,-0.3147
1,1,0.70731,1,1,1,1,1,1,1,51.036,137.47,271.16,457.49,-0.63425,0.34211,0.32487,-0.61249,-0.50076,0.49533,-0.50973,0.49402,0.61736,-0.11262,-0.2437,0.73946,0.29369,0.64452,-0.62886,-0.32074
1,1,1.6203,1,1,1,1,1,1,1,52.582,148.96,291.48,468.18,-0.6125,0.32593,0.34494,-0.63216,-0.48118,0.51728,-0.5054,0.49544,-0.73317,0.16633,-0.024003,-0.65895,0.34373,0.60968,-0.64418,-0.30851
1,1,1.5176,1,1,1,1,1,1,1,52.508,148.23,289.93,467.33,-0.61459,0.32615,0.34331,-0.6309,-0.48336,0.51552,-0.5057,0.49484,-0.73125,0.15205,-0.01391,-0.6648,0.33951,0.61252,-0.64326,-0.30946
1,1,1.2031,1,1,1,1,1,1,1,52.12,145.4,284.32,464.29,-0.61889,0.33074,0.33913,-0.62656,-0.48909,0.51066,-0.50633,0.49361,-0.72142,0.095616,0.022204,-0.68551,0.32453,0.62265,-0.63948,-0.31314
1,1,0.68272,1,1,1,1,1,1,1,50.951,136.87,270.47,457.04,-0.63397,0.34459,0.32469,-0.61149,-0.50087,0.49457,-0.50993,0.49447,0.63453,-0.045392,-0.20364,0.7442,0.29154,0.64607,-0.62787,-0.32151
1,1,1.4046,1,1,1,1,1,1,1,52.432,147.33,288.08,466.32,-0.615,0.32866,0.34269,-0.62954,-0.4855,0.51408,-0.5058,0.49415,-0.72844,0.1348,-0.00099515,-0.67172,0.33425,0.61604,-0.64194,-0.31093
1,1,0.57995,1,1,1,1,1,1,1,50.482,134.03,266.83,455.02,-0.64001,0.3489,0.31886,-0.60579,-0.5028,0.48845,-0.51194,0.49651,0.62702,0.04026,-0.19672,0.75268,0.2837,0.6523,-0.62399,-0.32351
1,1,0.64329,1,1,1,1,1,1,1,50.705,135.85,269.16,456.3,-0.63801,0.34404,0.32128,-0.6094,-0.50127,0.49226,-0.51083,0.49544,0.63728,-0.010689,-0.1951,0.74545,0.28906,0.64813,-0.62673,-0.32183
1,1,1.0131,1,1,1,1,1,1,1,51.856,143.05,280.1,462.06,-0.62133,0.33608,0.33645,-0.62274,-0.49345,0.50653,-0.50694,0.4929,-0.71087,0.047238,0.047878,-0.7001,0.31356,0.63014,-0.63615,-0.3161
1,1,0.84306,1,1,1,1,1,1,1,51.477,140.31,275.53,459.7,-0.62793,0.33865,0.33069,-0.61779,-0.49765,0.50112,-0.50816,0.49294,-0.70229,-0.037726,0.049104,-0.70919,0.303,0.63762,-0.63258,-0.31856
1,1,0.67571,1,1,1,1,1,1,1,50.913,136.7,270.25,456.91,-0.63403,0.34516,0.32452,-0.6112,-0.50116,0.49392,-0.51023,0.49452,0.63776,-0.036634,-0.19927,0.74311,0.29101,0.64648,-0.62761,-0.32168
1,1,0.34297,1,1,1,1,1,1,1,48.487,124.16,256.15,448.71,-0.6634,0.36533,0.29514,-0.58252,-0.50041,0.46336,-0.52267,0.51157,0.54447,0.17577,-0.26901,0.77479,0.26468,0.67098,-0.60963,-0.32877
1,1,0.62198,1,1,1,1,1,1,1,50.614,135.27,268.4,455.89,-0.64006,0.34411,0.31959,-0.60809,-0.50214,0.49057,-0.51138,0.49567,0.63651,0.0074805,-0.19369,0.74651,0.28765,0.64931,-0.62604,-0.32207
1,1,0.89781,1,1,1,1,1,1,1,51.561,141.27,277.12,460.51,-0.62772,0.33546,0.3313,-0.61941,-0.49596,0.50285,-0.50792,0.49315,-0.70504,-0.0050916,0.052005,-0.70724,0.30697,0.63485,-0.63408,-0.31731
1,1,1.2876,1,1,1,1,1,1,1,52.272,146.27,285.97,465.18,-0.61511,0.33187,0.34205,-0.6281,-0.48733,0.51251,-0.50593,0.49385,-0.72511,0.1133,0.012557,-0.67913,0.32851,0.61991,-0.64044,-0.31245
1,1,0.88209,1,1,1,1,1,1,1,51.541,141,276.68,460.28,-0.62798,0.33616,0.331,-0.61893,-0.49595,0.50302,-0.50773,0.49316,-0.70402,-0.014447,0.051813,-0.70814,0.30591,0.6356,-0.63369,-0.31761
1,1,1.324,1,1,1,1,1,1,1,52.334,146.61,286.65,465.54,-0.61469,0.33124,0.34253,-0.62858,-0.48632,0.51336,-0.50582,0.49407,-0.7259,0.12066,0.0085879,-0.67708,0.33027,0.61872,-0.64088,-0.31205
1,1,0.99619,1,1,1,1,1,1,1,51.809,142.81,279.68,461.85,-0.62166,0.33652,0.33607,-0.62237,-0.49325,0.50627,-0.50712,0.49318,-0.70947,0.041543,0.049933,-0.70174,0.31259,0.63082,-0.63584,-0.31633
1,1,1.0405,1,1,1,1,1,1,1,51.92,143.43,280.75,462.41,-0.6214,0.33479,0.33662,-0.62327,-0.49248,0.50756,-0.5067,0.49305,-0.71287,0.055912,0.045055,-0.69762,0.31525,0.62898,-0.63669,-0.31563
1,1,1.0862,1,1,1,1,1,1,1,51.988,144.03,281.81,462.97,-0.62165,0.33252,0.33675,-0.62416,-0.49179,0.50818,-0.50671,0.49309,-0.71602,0.067038,0.037494,-0.69384,0.31813,0.62702,-0.63764,-0.31473
1,1,1.6692,1,1,1,1,1,1,1,52.626,149.29,292.18,468.57,-0.61099,0.32642,0.34606,-0.63276,-0.4807,0.51741,-0.50555,0.49561,-0.73386,0.17246,-0.028709,-0.65641,0.34557,0.60843,-0.64455,-0.30815
1,1,0.416,1,1,1,1,1,1,1,49.226,127.87,259.77,451,-0.6567,0.35605,0.30297,-0.59176,-0.50309,0.47329,-0.51807,0.50448,0.57825,0.13002,-0.24222,0.76815,0.27125,0.66399,-0.61563,-0.32642
1,1,0.94277,1,1,1,1,1,1,1,51.651,142.01,278.33,461.14,-0.62538,0.33535,0.33316,-0.62084,-0.49444,0.50482,-0.50736,0.49323,-0.7062,0.019601,0.05303,-0.70576,0.30967,0.63291,-0.63497,-0.31675
1,1,1.1267,1,1,1,1,1,1,1,52.026,144.53,282.71,463.44,-0.62139,0.33111,0.33714,-0.62497,-0.49077,0.509,-0.50665,0.49333,-0.71826,0.077109,0.031756,-0.69076,0.32053,0.62539,-0.63837,-0.31404
1,1,0.85235,1,1,1,1,1,1,1,51.497,140.48,275.81,459.84,-0.62802,0.33798,0.33072,-0.61805,-0.49689,0.5019,-0.508,0.49309,-0.70265,-0.033403,0.049632,-0.70902,0.30373,0.63712,-0.63285,-0.31832
1,1,0.93796,1,1,1,1,1,1,1,51.638,141.93,278.2,461.07,-0.62577,0.33522,0.33287,-0.62067,-0.49443,0.5047,-0.50744,0.49328,-0.70608,0.01588,0.052234,-0.70603,0.30942,0.6331,-0.63489,-0.31679
1,1,1.2534,1,1,1,1,1,1,1,52.209,145.93,285.32,464.83,-0.61627,0.33172,0.3411,-0.62756,-0.48819,0.51155,-0.50621,0.4937,-0.72343,0.10692,0.016657,-0.68186,0.3269,0.62101,-0.64005,-0.31275
1,1,0.69503,1,1,1,1,1,1,1,51.002,137.17,270.84,457.27,-0.63413,0.34334,0.32478,-0.61198,-0.50084,0.49506,-0.50983,0.49411,0.63273,-0.068675,-0.21417,0.74099,0.29262,0.64529,-0.62835,-0.32116
1,1,0.817,1,1,1,1,1,1,1,51.396,139.82,274.66,459.3,-0.62774,0.34053,0.33051,-0.61705,-0.49826,0.50017,-0.50838,0.49306,-0.70648,-0.078146,0.027334,-0.70288,0.30107,0.63898,-0.63182,-0.31916
1,1,1.1337,1,1,1,1,1,1,1,52.033,144.61,282.86,463.52,-0.62129,0.33094,0.33724,-0.6251,-0.49041,0.50934,-0.50659,0.49339,-0.71818,0.078956,0.030903,-0.69067,0.32094,0.62512,-0.63849,-0.31394
1,1,1.0623,1,1,1,1,1,1,1,51.958,143.72,281.26,462.68,-0.62158,0.33365,0.33666,-0.62368,-0.49204,0.50799,-0.50671,0.49303,-0.71435,0.061346,0.04168,-0.69585,0.31664,0.62804,-0.63714,-0.31521
1,1,1.4475,1,1,1,1,1,1,1,52.465,147.69,288.8,466.71,-0.61505,0.32747,0.34281,-0.63005,-0.48447,0.51489,-0.50563,0.49449,-0.72998,0.141,-0.0063659,-0.66874,0.33633,0.61466,-0.64248,-0.31032
1,1,1.4165,1,1,1,1,1,1,1,52.442,147.43,288.28,466.43,-0.61504,0.3283,0.34271,-0.62968,-0.485,0.51448,-0.50574,0.49428,-0.7291,0.1363,-0.002538,-0.6707,0.33484,0.61565,-0.64209,-0.31076
1,1,1.241,1,1,1,1,1,1,1,52.186,145.8,285.07,464.7,-0.61687,0.33152,0.34063,-0.62732,-0.48816,0.51164,-0.50609,0.49375,-0.72343,0.10338,0.017604,-0.68239,0.32632,0.62141,-0.63991,-0.31284
1,1,1.3105,1,1,1,1,1,1,1,52.312,146.49,286.4,465.41,-0.61476,0.33155,0.34241,-0.62841,-0.48693,0.51278,-0.506,0.49388,-0.72581,0.11797,0.010133,-0.67763,0.32961,0.61916,-0.64072,-0.31221
1,1,0.85788,1,1,1,1,1,1,1,51.507,140.58,275.98,459.93,-0.62805,0.33759,0.33075,-0.61822,-0.49663,0.50221,-0.50787,0.49316,-0.70164,-0.026195,0.052596,-0.7101,0.30414,0.63683,-0.63302,-0.31817
1,1,1.0462,1,1,1,1,1,1,1,51.931,143.51,280.89,462.48,-0.62145,0.33448,0.33664,-0.62338,-0.49268,0.50743,-0.50675,0.49294,-0.7136,0.05662,0.043484,-0.69691,0.3156,0.62874,-0.63681,-0.31552
1,1,0.82767,1,1,1,1,1,1,1,51.434,140.02,275.04,459.47,-0.62776,0.33983,0.33063,-0.61734,-0.49744,0.50101,-0.50822,0.4932,-0.70222,-0.056369,0.041856,-0.70849,0.30185,0.63843,-0.63211,-0.31895
1,1,1.2215,1,1,1,1,1,1,1,52.15,145.59,284.69,464.49,-0.61791,0.33112,0.33985,-0.62693,-0.4883,0.51126,-0.50629,0.49381,-0.72244,0.099065,0.019784,-0.68401,0.32542,0.62203,-0.63969,-0.313
1,1,1.0347,1,1,1,1,1,1,1,51.908,143.35,280.62,462.34,-0.62136,0.3351,0.33661,-0.62315,-0.49241,0.50753,-0.50674,0.49311,-0.71192,0.054349,0.045937,-0.69864,0.31489,0.62923,-0.63657,-0.31575
1,1,0.70138,1,1,1,1,1,1,1,51.022,137.33,271.01,457.38,-0.63421,0.34269,0.32482,-0.61224,-0.50045,0.49558,-0.50962,0.4942,0.62291,-0.090632,-0.22859,0.74264,0.29317,0.64489,-0.62862,-0.32094
